seed,condition,target,report_audit_budget,actual_fitting_budget,evaluation_split,weighting,log_loss,selected_candidate,origin_metrics,reused
1,exposed,civilian_at_work,360,360,validation,unweighted,6.181821668007984e-07,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,civilian_at_work,360,,validation,person_weighted,0.6053143944104075,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,civilian_at_work,360,360,validation,person_weighted,5.953812625616375e-07,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,civilian_at_work,360,,development_evaluation,unweighted,0.6262853803725034,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,civilian_at_work,360,360,development_evaluation,unweighted,6.151020155414081e-07,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,civilian_at_work,360,,development_evaluation,person_weighted,0.6160824690657296,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,civilian_at_work,360,360,development_evaluation,person_weighted,6.055073739771502e-07,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,public_coverage,120,,validation,unweighted,0.534816310184153,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,public_coverage,120,120,validation,unweighted,9.162507291482316e-06,mlp_1,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,public_coverage,120,,validation,person_weighted,0.5270107033956138,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,public_coverage,120,120,validation,person_weighted,9.165219114360988e-06,mlp_1,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
