seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,fit_rows,fit_support,fit_coverage_complete,epoch,optimizer_steps,validation_log_loss,checkpoint_selected
1,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1565,483]",True,25,200,0.4906334113022614,False
1,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1565,483]",True,30,240,0.4919603430052618,False
1,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1565,483]",True,35,280,0.49403815833282216,False
1,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1565,483]",True,40,320,0.4980477213914524,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,0,0,0.7035635987059862,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,5,60,0.6675038670679377,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,10,120,0.6620590309114258,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,15,180,0.6594645716049228,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,20,240,0.6584191821702003,True
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,25,300,0.6609514565217014,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,30,360,0.6650015353412408,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,35,420,0.6698933568696149,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,40,480,0.674914030849471,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,45,540,0.6799889146113407,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,50,600,0.6825895543358917,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,55,660,0.687386049130262,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,60,720,0.6945322697739119,False
1,audit,PCA16,SEX,mlp_0,mlp,True,True,True,True,3021,"[1574,1447]",True,65,780,0.7031938869283629,False
