case,S,history,probability,numerator,denominator
coordinated/cached/k2,-1,+-/--,0,0,1
coordinated/cached/k2,-1,+-/-+,0,0,1
coordinated/cached/k2,-1,+-/+-,1/8,1,8
coordinated/cached/k2,-1,+-/++,0,0,1
coordinated/cached/k2,-1,++/--,0,0,1
coordinated/cached/k2,-1,++/-+,0,0,1
coordinated/cached/k2,-1,++/+-,0,0,1
coordinated/cached/k2,-1,++/++,1/8,1,8
coordinated/cached/k2,1,--/--,1/8,1,8
coordinated/cached/k2,1,--/-+,0,0,1
coordinated/cached/k2,1,--/+-,0,0,1
coordinated/cached/k2,1,--/++,0,0,1
coordinated/cached/k2,1,-+/--,0,0,1
coordinated/cached/k2,1,-+/-+,1/8,1,8
coordinated/cached/k2,1,-+/+-,0,0,1
coordinated/cached/k2,1,-+/++,0,0,1
coordinated/cached/k2,1,+-/--,0,0,1
coordinated/cached/k2,1,+-/-+,0,0,1
coordinated/cached/k2,1,+-/+-,1/8,1,8
coordinated/cached/k2,1,+-/++,0,0,1
coordinated/cached/k2,1,++/--,0,0,1
coordinated/cached/k2,1,++/-+,0,0,1
coordinated/cached/k2,1,++/+-,0,0,1
coordinated/cached/k2,1,++/++,1/8,1,8
coordinated/cached/k4,-1,--/--/--/--,1/8,1,8
coordinated/cached/k4,-1,--/--/--/-+,0,0,1
coordinated/cached/k4,-1,--/--/--/+-,0,0,1
coordinated/cached/k4,-1,--/--/--/++,0,0,1
coordinated/cached/k4,-1,--/--/-+/--,0,0,1
coordinated/cached/k4,-1,--/--/-+/-+,0,0,1
coordinated/cached/k4,-1,--/--/-+/+-,0,0,1
coordinated/cached/k4,-1,--/--/-+/++,0,0,1
coordinated/cached/k4,-1,--/--/+-/--,0,0,1
coordinated/cached/k4,-1,--/--/+-/-+,0,0,1
coordinated/cached/k4,-1,--/--/+-/+-,0,0,1
coordinated/cached/k4,-1,--/--/+-/++,0,0,1
coordinated/cached/k4,-1,--/--/++/--,0,0,1
coordinated/cached/k4,-1,--/--/++/-+,0,0,1
coordinated/cached/k4,-1,--/--/++/+-,0,0,1
coordinated/cached/k4,-1,--/--/++/++,0,0,1
coordinated/cached/k4,-1,--/-+/--/--,0,0,1
coordinated/cached/k4,-1,--/-+/--/-+,0,0,1
coordinated/cached/k4,-1,--/-+/--/+-,0,0,1
coordinated/cached/k4,-1,--/-+/--/++,0,0,1
coordinated/cached/k4,-1,--/-+/-+/--,0,0,1
coordinated/cached/k4,-1,--/-+/-+/-+,0,0,1
coordinated/cached/k4,-1,--/-+/-+/+-,0,0,1
coordinated/cached/k4,-1,--/-+/-+/++,0,0,1
coordinated/cached/k4,-1,--/-+/+-/--,0,0,1
coordinated/cached/k4,-1,--/-+/+-/-+,0,0,1
coordinated/cached/k4,-1,--/-+/+-/+-,0,0,1
coordinated/cached/k4,-1,--/-+/+-/++,0,0,1
coordinated/cached/k4,-1,--/-+/++/--,0,0,1
coordinated/cached/k4,-1,--/-+/++/-+,0,0,1
coordinated/cached/k4,-1,--/-+/++/+-,0,0,1
coordinated/cached/k4,-1,--/-+/++/++,0,0,1
coordinated/cached/k4,-1,--/+-/--/--,0,0,1
coordinated/cached/k4,-1,--/+-/--/-+,0,0,1
coordinated/cached/k4,-1,--/+-/--/+-,0,0,1
coordinated/cached/k4,-1,--/+-/--/++,0,0,1
coordinated/cached/k4,-1,--/+-/-+/--,0,0,1
coordinated/cached/k4,-1,--/+-/-+/-+,0,0,1
coordinated/cached/k4,-1,--/+-/-+/+-,0,0,1
coordinated/cached/k4,-1,--/+-/-+/++,0,0,1
coordinated/cached/k4,-1,--/+-/+-/--,0,0,1
coordinated/cached/k4,-1,--/+-/+-/-+,0,0,1
coordinated/cached/k4,-1,--/+-/+-/+-,0,0,1
coordinated/cached/k4,-1,--/+-/+-/++,0,0,1
coordinated/cached/k4,-1,--/+-/++/--,0,0,1
coordinated/cached/k4,-1,--/+-/++/-+,0,0,1
coordinated/cached/k4,-1,--/+-/++/+-,0,0,1
coordinated/cached/k4,-1,--/+-/++/++,0,0,1
coordinated/cached/k4,-1,--/++/--/--,0,0,1
coordinated/cached/k4,-1,--/++/--/-+,0,0,1
coordinated/cached/k4,-1,--/++/--/+-,0,0,1
coordinated/cached/k4,-1,--/++/--/++,0,0,1
coordinated/cached/k4,-1,--/++/-+/--,0,0,1
coordinated/cached/k4,-1,--/++/-+/-+,0,0,1
coordinated/cached/k4,-1,--/++/-+/+-,0,0,1
coordinated/cached/k4,-1,--/++/-+/++,0,0,1
coordinated/cached/k4,-1,--/++/+-/--,0,0,1
coordinated/cached/k4,-1,--/++/+-/-+,0,0,1
coordinated/cached/k4,-1,--/++/+-/+-,0,0,1
coordinated/cached/k4,-1,--/++/+-/++,0,0,1
coordinated/cached/k4,-1,--/++/++/--,0,0,1
coordinated/cached/k4,-1,--/++/++/-+,0,0,1
coordinated/cached/k4,-1,--/++/++/+-,0,0,1
coordinated/cached/k4,-1,--/++/++/++,0,0,1
coordinated/cached/k4,-1,-+/--/--/--,0,0,1
coordinated/cached/k4,-1,-+/--/--/-+,0,0,1
coordinated/cached/k4,-1,-+/--/--/+-,0,0,1
coordinated/cached/k4,-1,-+/--/--/++,0,0,1
coordinated/cached/k4,-1,-+/--/-+/--,0,0,1
coordinated/cached/k4,-1,-+/--/-+/-+,0,0,1
coordinated/cached/k4,-1,-+/--/-+/+-,0,0,1
coordinated/cached/k4,-1,-+/--/-+/++,0,0,1
coordinated/cached/k4,-1,-+/--/+-/--,0,0,1
coordinated/cached/k4,-1,-+/--/+-/-+,0,0,1
coordinated/cached/k4,-1,-+/--/+-/+-,0,0,1
coordinated/cached/k4,-1,-+/--/+-/++,0,0,1
coordinated/cached/k4,-1,-+/--/++/--,0,0,1
coordinated/cached/k4,-1,-+/--/++/-+,0,0,1
coordinated/cached/k4,-1,-+/--/++/+-,0,0,1
coordinated/cached/k4,-1,-+/--/++/++,0,0,1
coordinated/cached/k4,-1,-+/-+/--/--,0,0,1
coordinated/cached/k4,-1,-+/-+/--/-+,0,0,1
coordinated/cached/k4,-1,-+/-+/--/+-,0,0,1
coordinated/cached/k4,-1,-+/-+/--/++,0,0,1
coordinated/cached/k4,-1,-+/-+/-+/--,0,0,1
coordinated/cached/k4,-1,-+/-+/-+/-+,1/8,1,8
coordinated/cached/k4,-1,-+/-+/-+/+-,0,0,1
coordinated/cached/k4,-1,-+/-+/-+/++,0,0,1
coordinated/cached/k4,-1,-+/-+/+-/--,0,0,1
coordinated/cached/k4,-1,-+/-+/+-/-+,0,0,1
coordinated/cached/k4,-1,-+/-+/+-/+-,0,0,1
coordinated/cached/k4,-1,-+/-+/+-/++,0,0,1
coordinated/cached/k4,-1,-+/-+/++/--,0,0,1
coordinated/cached/k4,-1,-+/-+/++/-+,0,0,1
coordinated/cached/k4,-1,-+/-+/++/+-,0,0,1
coordinated/cached/k4,-1,-+/-+/++/++,0,0,1
coordinated/cached/k4,-1,-+/+-/--/--,0,0,1
coordinated/cached/k4,-1,-+/+-/--/-+,0,0,1
coordinated/cached/k4,-1,-+/+-/--/+-,0,0,1
coordinated/cached/k4,-1,-+/+-/--/++,0,0,1
coordinated/cached/k4,-1,-+/+-/-+/--,0,0,1
coordinated/cached/k4,-1,-+/+-/-+/-+,0,0,1
coordinated/cached/k4,-1,-+/+-/-+/+-,0,0,1
coordinated/cached/k4,-1,-+/+-/-+/++,0,0,1
coordinated/cached/k4,-1,-+/+-/+-/--,0,0,1
coordinated/cached/k4,-1,-+/+-/+-/-+,0,0,1
coordinated/cached/k4,-1,-+/+-/+-/+-,0,0,1
coordinated/cached/k4,-1,-+/+-/+-/++,0,0,1
coordinated/cached/k4,-1,-+/+-/++/--,0,0,1
coordinated/cached/k4,-1,-+/+-/++/-+,0,0,1
coordinated/cached/k4,-1,-+/+-/++/+-,0,0,1
coordinated/cached/k4,-1,-+/+-/++/++,0,0,1
coordinated/cached/k4,-1,-+/++/--/--,0,0,1
coordinated/cached/k4,-1,-+/++/--/-+,0,0,1
coordinated/cached/k4,-1,-+/++/--/+-,0,0,1
coordinated/cached/k4,-1,-+/++/--/++,0,0,1
coordinated/cached/k4,-1,-+/++/-+/--,0,0,1
coordinated/cached/k4,-1,-+/++/-+/-+,0,0,1
coordinated/cached/k4,-1,-+/++/-+/+-,0,0,1
coordinated/cached/k4,-1,-+/++/-+/++,0,0,1
coordinated/cached/k4,-1,-+/++/+-/--,0,0,1
coordinated/cached/k4,-1,-+/++/+-/-+,0,0,1
coordinated/cached/k4,-1,-+/++/+-/+-,0,0,1
coordinated/cached/k4,-1,-+/++/+-/++,0,0,1
coordinated/cached/k4,-1,-+/++/++/--,0,0,1
coordinated/cached/k4,-1,-+/++/++/-+,0,0,1
coordinated/cached/k4,-1,-+/++/++/+-,0,0,1
coordinated/cached/k4,-1,-+/++/++/++,0,0,1
coordinated/cached/k4,-1,+-/--/--/--,0,0,1
coordinated/cached/k4,-1,+-/--/--/-+,0,0,1
coordinated/cached/k4,-1,+-/--/--/+-,0,0,1
coordinated/cached/k4,-1,+-/--/--/++,0,0,1
coordinated/cached/k4,-1,+-/--/-+/--,0,0,1
coordinated/cached/k4,-1,+-/--/-+/-+,0,0,1
coordinated/cached/k4,-1,+-/--/-+/+-,0,0,1
coordinated/cached/k4,-1,+-/--/-+/++,0,0,1
coordinated/cached/k4,-1,+-/--/+-/--,0,0,1
coordinated/cached/k4,-1,+-/--/+-/-+,0,0,1
coordinated/cached/k4,-1,+-/--/+-/+-,0,0,1
coordinated/cached/k4,-1,+-/--/+-/++,0,0,1
coordinated/cached/k4,-1,+-/--/++/--,0,0,1
coordinated/cached/k4,-1,+-/--/++/-+,0,0,1
coordinated/cached/k4,-1,+-/--/++/+-,0,0,1
coordinated/cached/k4,-1,+-/--/++/++,0,0,1
coordinated/cached/k4,-1,+-/-+/--/--,0,0,1
coordinated/cached/k4,-1,+-/-+/--/-+,0,0,1
coordinated/cached/k4,-1,+-/-+/--/+-,0,0,1
coordinated/cached/k4,-1,+-/-+/--/++,0,0,1
coordinated/cached/k4,-1,+-/-+/-+/--,0,0,1
coordinated/cached/k4,-1,+-/-+/-+/-+,0,0,1
coordinated/cached/k4,-1,+-/-+/-+/+-,0,0,1
coordinated/cached/k4,-1,+-/-+/-+/++,0,0,1
coordinated/cached/k4,-1,+-/-+/+-/--,0,0,1
coordinated/cached/k4,-1,+-/-+/+-/-+,0,0,1
coordinated/cached/k4,-1,+-/-+/+-/+-,0,0,1
coordinated/cached/k4,-1,+-/-+/+-/++,0,0,1
coordinated/cached/k4,-1,+-/-+/++/--,0,0,1
coordinated/cached/k4,-1,+-/-+/++/-+,0,0,1
coordinated/cached/k4,-1,+-/-+/++/+-,0,0,1
coordinated/cached/k4,-1,+-/-+/++/++,0,0,1
coordinated/cached/k4,-1,+-/+-/--/--,0,0,1
coordinated/cached/k4,-1,+-/+-/--/-+,0,0,1
coordinated/cached/k4,-1,+-/+-/--/+-,0,0,1
coordinated/cached/k4,-1,+-/+-/--/++,0,0,1
coordinated/cached/k4,-1,+-/+-/-+/--,0,0,1
coordinated/cached/k4,-1,+-/+-/-+/-+,0,0,1
coordinated/cached/k4,-1,+-/+-/-+/+-,0,0,1
coordinated/cached/k4,-1,+-/+-/-+/++,0,0,1
coordinated/cached/k4,-1,+-/+-/+-/--,0,0,1
coordinated/cached/k4,-1,+-/+-/+-/-+,0,0,1
coordinated/cached/k4,-1,+-/+-/+-/+-,1/8,1,8
coordinated/cached/k4,-1,+-/+-/+-/++,0,0,1
coordinated/cached/k4,-1,+-/+-/++/--,0,0,1
coordinated/cached/k4,-1,+-/+-/++/-+,0,0,1
coordinated/cached/k4,-1,+-/+-/++/+-,0,0,1
coordinated/cached/k4,-1,+-/+-/++/++,0,0,1
coordinated/cached/k4,-1,+-/++/--/--,0,0,1
coordinated/cached/k4,-1,+-/++/--/-+,0,0,1
coordinated/cached/k4,-1,+-/++/--/+-,0,0,1
coordinated/cached/k4,-1,+-/++/--/++,0,0,1
coordinated/cached/k4,-1,+-/++/-+/--,0,0,1
coordinated/cached/k4,-1,+-/++/-+/-+,0,0,1
coordinated/cached/k4,-1,+-/++/-+/+-,0,0,1
coordinated/cached/k4,-1,+-/++/-+/++,0,0,1
coordinated/cached/k4,-1,+-/++/+-/--,0,0,1
coordinated/cached/k4,-1,+-/++/+-/-+,0,0,1
coordinated/cached/k4,-1,+-/++/+-/+-,0,0,1
coordinated/cached/k4,-1,+-/++/+-/++,0,0,1
coordinated/cached/k4,-1,+-/++/++/--,0,0,1
coordinated/cached/k4,-1,+-/++/++/-+,0,0,1
coordinated/cached/k4,-1,+-/++/++/+-,0,0,1
coordinated/cached/k4,-1,+-/++/++/++,0,0,1
coordinated/cached/k4,-1,++/--/--/--,0,0,1
coordinated/cached/k4,-1,++/--/--/-+,0,0,1
coordinated/cached/k4,-1,++/--/--/+-,0,0,1
coordinated/cached/k4,-1,++/--/--/++,0,0,1
coordinated/cached/k4,-1,++/--/-+/--,0,0,1
coordinated/cached/k4,-1,++/--/-+/-+,0,0,1
coordinated/cached/k4,-1,++/--/-+/+-,0,0,1
coordinated/cached/k4,-1,++/--/-+/++,0,0,1
coordinated/cached/k4,-1,++/--/+-/--,0,0,1
coordinated/cached/k4,-1,++/--/+-/-+,0,0,1
coordinated/cached/k4,-1,++/--/+-/+-,0,0,1
coordinated/cached/k4,-1,++/--/+-/++,0,0,1
coordinated/cached/k4,-1,++/--/++/--,0,0,1
coordinated/cached/k4,-1,++/--/++/-+,0,0,1
coordinated/cached/k4,-1,++/--/++/+-,0,0,1
coordinated/cached/k4,-1,++/--/++/++,0,0,1
coordinated/cached/k4,-1,++/-+/--/--,0,0,1
coordinated/cached/k4,-1,++/-+/--/-+,0,0,1
coordinated/cached/k4,-1,++/-+/--/+-,0,0,1
coordinated/cached/k4,-1,++/-+/--/++,0,0,1
coordinated/cached/k4,-1,++/-+/-+/--,0,0,1
coordinated/cached/k4,-1,++/-+/-+/-+,0,0,1
coordinated/cached/k4,-1,++/-+/-+/+-,0,0,1
coordinated/cached/k4,-1,++/-+/-+/++,0,0,1
coordinated/cached/k4,-1,++/-+/+-/--,0,0,1
coordinated/cached/k4,-1,++/-+/+-/-+,0,0,1
coordinated/cached/k4,-1,++/-+/+-/+-,0,0,1
coordinated/cached/k4,-1,++/-+/+-/++,0,0,1
coordinated/cached/k4,-1,++/-+/++/--,0,0,1
coordinated/cached/k4,-1,++/-+/++/-+,0,0,1
coordinated/cached/k4,-1,++/-+/++/+-,0,0,1
coordinated/cached/k4,-1,++/-+/++/++,0,0,1
coordinated/cached/k4,-1,++/+-/--/--,0,0,1
coordinated/cached/k4,-1,++/+-/--/-+,0,0,1
coordinated/cached/k4,-1,++/+-/--/+-,0,0,1
coordinated/cached/k4,-1,++/+-/--/++,0,0,1
coordinated/cached/k4,-1,++/+-/-+/--,0,0,1
coordinated/cached/k4,-1,++/+-/-+/-+,0,0,1
coordinated/cached/k4,-1,++/+-/-+/+-,0,0,1
coordinated/cached/k4,-1,++/+-/-+/++,0,0,1
coordinated/cached/k4,-1,++/+-/+-/--,0,0,1
coordinated/cached/k4,-1,++/+-/+-/-+,0,0,1
coordinated/cached/k4,-1,++/+-/+-/+-,0,0,1
coordinated/cached/k4,-1,++/+-/+-/++,0,0,1
coordinated/cached/k4,-1,++/+-/++/--,0,0,1
coordinated/cached/k4,-1,++/+-/++/-+,0,0,1
coordinated/cached/k4,-1,++/+-/++/+-,0,0,1
coordinated/cached/k4,-1,++/+-/++/++,0,0,1
coordinated/cached/k4,-1,++/++/--/--,0,0,1
coordinated/cached/k4,-1,++/++/--/-+,0,0,1
coordinated/cached/k4,-1,++/++/--/+-,0,0,1
coordinated/cached/k4,-1,++/++/--/++,0,0,1
coordinated/cached/k4,-1,++/++/-+/--,0,0,1
coordinated/cached/k4,-1,++/++/-+/-+,0,0,1
coordinated/cached/k4,-1,++/++/-+/+-,0,0,1
coordinated/cached/k4,-1,++/++/-+/++,0,0,1
coordinated/cached/k4,-1,++/++/+-/--,0,0,1
coordinated/cached/k4,-1,++/++/+-/-+,0,0,1
coordinated/cached/k4,-1,++/++/+-/+-,0,0,1
coordinated/cached/k4,-1,++/++/+-/++,0,0,1
coordinated/cached/k4,-1,++/++/++/--,0,0,1
coordinated/cached/k4,-1,++/++/++/-+,0,0,1
coordinated/cached/k4,-1,++/++/++/+-,0,0,1
coordinated/cached/k4,-1,++/++/++/++,1/8,1,8
coordinated/cached/k4,1,--/--/--/--,1/8,1,8
coordinated/cached/k4,1,--/--/--/-+,0,0,1
coordinated/cached/k4,1,--/--/--/+-,0,0,1
coordinated/cached/k4,1,--/--/--/++,0,0,1
coordinated/cached/k4,1,--/--/-+/--,0,0,1
coordinated/cached/k4,1,--/--/-+/-+,0,0,1
coordinated/cached/k4,1,--/--/-+/+-,0,0,1
coordinated/cached/k4,1,--/--/-+/++,0,0,1
coordinated/cached/k4,1,--/--/+-/--,0,0,1
coordinated/cached/k4,1,--/--/+-/-+,0,0,1
coordinated/cached/k4,1,--/--/+-/+-,0,0,1
coordinated/cached/k4,1,--/--/+-/++,0,0,1
coordinated/cached/k4,1,--/--/++/--,0,0,1
coordinated/cached/k4,1,--/--/++/-+,0,0,1
coordinated/cached/k4,1,--/--/++/+-,0,0,1
coordinated/cached/k4,1,--/--/++/++,0,0,1
coordinated/cached/k4,1,--/-+/--/--,0,0,1
coordinated/cached/k4,1,--/-+/--/-+,0,0,1
coordinated/cached/k4,1,--/-+/--/+-,0,0,1
coordinated/cached/k4,1,--/-+/--/++,0,0,1
coordinated/cached/k4,1,--/-+/-+/--,0,0,1
coordinated/cached/k4,1,--/-+/-+/-+,0,0,1
coordinated/cached/k4,1,--/-+/-+/+-,0,0,1
coordinated/cached/k4,1,--/-+/-+/++,0,0,1
coordinated/cached/k4,1,--/-+/+-/--,0,0,1
coordinated/cached/k4,1,--/-+/+-/-+,0,0,1
coordinated/cached/k4,1,--/-+/+-/+-,0,0,1
coordinated/cached/k4,1,--/-+/+-/++,0,0,1
coordinated/cached/k4,1,--/-+/++/--,0,0,1
coordinated/cached/k4,1,--/-+/++/-+,0,0,1
coordinated/cached/k4,1,--/-+/++/+-,0,0,1
coordinated/cached/k4,1,--/-+/++/++,0,0,1
coordinated/cached/k4,1,--/+-/--/--,0,0,1
coordinated/cached/k4,1,--/+-/--/-+,0,0,1
coordinated/cached/k4,1,--/+-/--/+-,0,0,1
coordinated/cached/k4,1,--/+-/--/++,0,0,1
coordinated/cached/k4,1,--/+-/-+/--,0,0,1
coordinated/cached/k4,1,--/+-/-+/-+,0,0,1
coordinated/cached/k4,1,--/+-/-+/+-,0,0,1
coordinated/cached/k4,1,--/+-/-+/++,0,0,1
coordinated/cached/k4,1,--/+-/+-/--,0,0,1
coordinated/cached/k4,1,--/+-/+-/-+,0,0,1
coordinated/cached/k4,1,--/+-/+-/+-,0,0,1
coordinated/cached/k4,1,--/+-/+-/++,0,0,1
coordinated/cached/k4,1,--/+-/++/--,0,0,1
coordinated/cached/k4,1,--/+-/++/-+,0,0,1
coordinated/cached/k4,1,--/+-/++/+-,0,0,1
coordinated/cached/k4,1,--/+-/++/++,0,0,1
coordinated/cached/k4,1,--/++/--/--,0,0,1
coordinated/cached/k4,1,--/++/--/-+,0,0,1
coordinated/cached/k4,1,--/++/--/+-,0,0,1
coordinated/cached/k4,1,--/++/--/++,0,0,1
coordinated/cached/k4,1,--/++/-+/--,0,0,1
coordinated/cached/k4,1,--/++/-+/-+,0,0,1
coordinated/cached/k4,1,--/++/-+/+-,0,0,1
coordinated/cached/k4,1,--/++/-+/++,0,0,1
coordinated/cached/k4,1,--/++/+-/--,0,0,1
coordinated/cached/k4,1,--/++/+-/-+,0,0,1
coordinated/cached/k4,1,--/++/+-/+-,0,0,1
coordinated/cached/k4,1,--/++/+-/++,0,0,1
coordinated/cached/k4,1,--/++/++/--,0,0,1
coordinated/cached/k4,1,--/++/++/-+,0,0,1
coordinated/cached/k4,1,--/++/++/+-,0,0,1
coordinated/cached/k4,1,--/++/++/++,0,0,1
coordinated/cached/k4,1,-+/--/--/--,0,0,1
coordinated/cached/k4,1,-+/--/--/-+,0,0,1
coordinated/cached/k4,1,-+/--/--/+-,0,0,1
coordinated/cached/k4,1,-+/--/--/++,0,0,1
coordinated/cached/k4,1,-+/--/-+/--,0,0,1
coordinated/cached/k4,1,-+/--/-+/-+,0,0,1
coordinated/cached/k4,1,-+/--/-+/+-,0,0,1
coordinated/cached/k4,1,-+/--/-+/++,0,0,1
coordinated/cached/k4,1,-+/--/+-/--,0,0,1
coordinated/cached/k4,1,-+/--/+-/-+,0,0,1
coordinated/cached/k4,1,-+/--/+-/+-,0,0,1
coordinated/cached/k4,1,-+/--/+-/++,0,0,1
coordinated/cached/k4,1,-+/--/++/--,0,0,1
coordinated/cached/k4,1,-+/--/++/-+,0,0,1
coordinated/cached/k4,1,-+/--/++/+-,0,0,1
coordinated/cached/k4,1,-+/--/++/++,0,0,1
coordinated/cached/k4,1,-+/-+/--/--,0,0,1
coordinated/cached/k4,1,-+/-+/--/-+,0,0,1
coordinated/cached/k4,1,-+/-+/--/+-,0,0,1
coordinated/cached/k4,1,-+/-+/--/++,0,0,1
coordinated/cached/k4,1,-+/-+/-+/--,0,0,1
coordinated/cached/k4,1,-+/-+/-+/-+,1/8,1,8
coordinated/cached/k4,1,-+/-+/-+/+-,0,0,1
coordinated/cached/k4,1,-+/-+/-+/++,0,0,1
coordinated/cached/k4,1,-+/-+/+-/--,0,0,1
coordinated/cached/k4,1,-+/-+/+-/-+,0,0,1
coordinated/cached/k4,1,-+/-+/+-/+-,0,0,1
coordinated/cached/k4,1,-+/-+/+-/++,0,0,1
coordinated/cached/k4,1,-+/-+/++/--,0,0,1
coordinated/cached/k4,1,-+/-+/++/-+,0,0,1
coordinated/cached/k4,1,-+/-+/++/+-,0,0,1
coordinated/cached/k4,1,-+/-+/++/++,0,0,1
coordinated/cached/k4,1,-+/+-/--/--,0,0,1
coordinated/cached/k4,1,-+/+-/--/-+,0,0,1
coordinated/cached/k4,1,-+/+-/--/+-,0,0,1
coordinated/cached/k4,1,-+/+-/--/++,0,0,1
coordinated/cached/k4,1,-+/+-/-+/--,0,0,1
coordinated/cached/k4,1,-+/+-/-+/-+,0,0,1
coordinated/cached/k4,1,-+/+-/-+/+-,0,0,1
coordinated/cached/k4,1,-+/+-/-+/++,0,0,1
coordinated/cached/k4,1,-+/+-/+-/--,0,0,1
coordinated/cached/k4,1,-+/+-/+-/-+,0,0,1
coordinated/cached/k4,1,-+/+-/+-/+-,0,0,1
coordinated/cached/k4,1,-+/+-/+-/++,0,0,1
coordinated/cached/k4,1,-+/+-/++/--,0,0,1
coordinated/cached/k4,1,-+/+-/++/-+,0,0,1
coordinated/cached/k4,1,-+/+-/++/+-,0,0,1
coordinated/cached/k4,1,-+/+-/++/++,0,0,1
coordinated/cached/k4,1,-+/++/--/--,0,0,1
coordinated/cached/k4,1,-+/++/--/-+,0,0,1
coordinated/cached/k4,1,-+/++/--/+-,0,0,1
coordinated/cached/k4,1,-+/++/--/++,0,0,1
coordinated/cached/k4,1,-+/++/-+/--,0,0,1
coordinated/cached/k4,1,-+/++/-+/-+,0,0,1
coordinated/cached/k4,1,-+/++/-+/+-,0,0,1
coordinated/cached/k4,1,-+/++/-+/++,0,0,1
coordinated/cached/k4,1,-+/++/+-/--,0,0,1
coordinated/cached/k4,1,-+/++/+-/-+,0,0,1
coordinated/cached/k4,1,-+/++/+-/+-,0,0,1
coordinated/cached/k4,1,-+/++/+-/++,0,0,1
coordinated/cached/k4,1,-+/++/++/--,0,0,1
coordinated/cached/k4,1,-+/++/++/-+,0,0,1
coordinated/cached/k4,1,-+/++/++/+-,0,0,1
coordinated/cached/k4,1,-+/++/++/++,0,0,1
coordinated/cached/k4,1,+-/--/--/--,0,0,1
coordinated/cached/k4,1,+-/--/--/-+,0,0,1
coordinated/cached/k4,1,+-/--/--/+-,0,0,1
coordinated/cached/k4,1,+-/--/--/++,0,0,1
coordinated/cached/k4,1,+-/--/-+/--,0,0,1
coordinated/cached/k4,1,+-/--/-+/-+,0,0,1
coordinated/cached/k4,1,+-/--/-+/+-,0,0,1
coordinated/cached/k4,1,+-/--/-+/++,0,0,1
coordinated/cached/k4,1,+-/--/+-/--,0,0,1
coordinated/cached/k4,1,+-/--/+-/-+,0,0,1
coordinated/cached/k4,1,+-/--/+-/+-,0,0,1
coordinated/cached/k4,1,+-/--/+-/++,0,0,1
coordinated/cached/k4,1,+-/--/++/--,0,0,1
coordinated/cached/k4,1,+-/--/++/-+,0,0,1
coordinated/cached/k4,1,+-/--/++/+-,0,0,1
coordinated/cached/k4,1,+-/--/++/++,0,0,1
coordinated/cached/k4,1,+-/-+/--/--,0,0,1
coordinated/cached/k4,1,+-/-+/--/-+,0,0,1
coordinated/cached/k4,1,+-/-+/--/+-,0,0,1
coordinated/cached/k4,1,+-/-+/--/++,0,0,1
coordinated/cached/k4,1,+-/-+/-+/--,0,0,1
coordinated/cached/k4,1,+-/-+/-+/-+,0,0,1
coordinated/cached/k4,1,+-/-+/-+/+-,0,0,1
coordinated/cached/k4,1,+-/-+/-+/++,0,0,1
coordinated/cached/k4,1,+-/-+/+-/--,0,0,1
coordinated/cached/k4,1,+-/-+/+-/-+,0,0,1
coordinated/cached/k4,1,+-/-+/+-/+-,0,0,1
coordinated/cached/k4,1,+-/-+/+-/++,0,0,1
coordinated/cached/k4,1,+-/-+/++/--,0,0,1
coordinated/cached/k4,1,+-/-+/++/-+,0,0,1
coordinated/cached/k4,1,+-/-+/++/+-,0,0,1
coordinated/cached/k4,1,+-/-+/++/++,0,0,1
coordinated/cached/k4,1,+-/+-/--/--,0,0,1
coordinated/cached/k4,1,+-/+-/--/-+,0,0,1
coordinated/cached/k4,1,+-/+-/--/+-,0,0,1
coordinated/cached/k4,1,+-/+-/--/++,0,0,1
coordinated/cached/k4,1,+-/+-/-+/--,0,0,1
coordinated/cached/k4,1,+-/+-/-+/-+,0,0,1
coordinated/cached/k4,1,+-/+-/-+/+-,0,0,1
coordinated/cached/k4,1,+-/+-/-+/++,0,0,1
coordinated/cached/k4,1,+-/+-/+-/--,0,0,1
coordinated/cached/k4,1,+-/+-/+-/-+,0,0,1
coordinated/cached/k4,1,+-/+-/+-/+-,1/8,1,8
coordinated/cached/k4,1,+-/+-/+-/++,0,0,1
coordinated/cached/k4,1,+-/+-/++/--,0,0,1
coordinated/cached/k4,1,+-/+-/++/-+,0,0,1
coordinated/cached/k4,1,+-/+-/++/+-,0,0,1
coordinated/cached/k4,1,+-/+-/++/++,0,0,1
coordinated/cached/k4,1,+-/++/--/--,0,0,1
coordinated/cached/k4,1,+-/++/--/-+,0,0,1
coordinated/cached/k4,1,+-/++/--/+-,0,0,1
coordinated/cached/k4,1,+-/++/--/++,0,0,1
coordinated/cached/k4,1,+-/++/-+/--,0,0,1
coordinated/cached/k4,1,+-/++/-+/-+,0,0,1
coordinated/cached/k4,1,+-/++/-+/+-,0,0,1
coordinated/cached/k4,1,+-/++/-+/++,0,0,1
coordinated/cached/k4,1,+-/++/+-/--,0,0,1
coordinated/cached/k4,1,+-/++/+-/-+,0,0,1
coordinated/cached/k4,1,+-/++/+-/+-,0,0,1
coordinated/cached/k4,1,+-/++/+-/++,0,0,1
coordinated/cached/k4,1,+-/++/++/--,0,0,1
coordinated/cached/k4,1,+-/++/++/-+,0,0,1
coordinated/cached/k4,1,+-/++/++/+-,0,0,1
coordinated/cached/k4,1,+-/++/++/++,0,0,1
coordinated/cached/k4,1,++/--/--/--,0,0,1
coordinated/cached/k4,1,++/--/--/-+,0,0,1
coordinated/cached/k4,1,++/--/--/+-,0,0,1
