seed,release,target,split,audit_budget,independent_loss,independent_candidate,independent_epoch,pooled_loss,pooled_candidate,pooled_epoch,catchup_loss,catchup_candidate,catchup_epoch,saved_loss,saved_candidate,saved_epoch
0,S_K_D,RAC1P,validation,120,1.2334866559024977,mlp_0,30,1.2139462947719264,catchup,5,1.2139462947719264,catchup,5,1.2223260330589425,saved_adversary,0
0,S_K_D,RAC1P,validation,360,1.2334866559024977,mlp_0,30,1.2139462947719264,catchup,5,1.2139462947719264,catchup,5,1.2223260330589425,saved_adversary,0
0,S_K_D,RAC1P,development_evaluation,120,1.2232134200906506,mlp_0,30,1.214920398875055,catchup,5,1.214920398875055,catchup,5,1.2253612843939086,saved_adversary,0
0,S_K_D,RAC1P,development_evaluation,360,1.2232134200906506,mlp_0,30,1.214920398875055,catchup,5,1.214920398875055,catchup,5,1.2253612843939086,saved_adversary,0
0,S_K_D,RAC1P,validation_person_weighted,120,1.2450348816258787,mlp_0,30,1.229068590816219,catchup,5,1.229068590816219,catchup,5,1.2465567641167057,saved_adversary,0
0,S_K_D,RAC1P,validation_person_weighted,360,1.2450348816258787,mlp_0,30,1.229068590816219,catchup,5,1.229068590816219,catchup,5,1.2465567641167057,saved_adversary,0
0,S_K_D,RAC1P,development_evaluation_person_weighted,120,1.2071689769189582,mlp_0,30,1.1995617195548456,catchup,5,1.1995617195548456,catchup,5,1.2102066952870942,saved_adversary,0
0,S_K_D,RAC1P,development_evaluation_person_weighted,360,1.2071689769189582,mlp_0,30,1.1995617195548456,catchup,5,1.1995617195548456,catchup,5,1.2102066952870942,saved_adversary,0
0,E_bank,SEX,validation,120,0.6888579849069636,mlp_1,120,0.6888579849069636,mlp_1,120,,,,,,
0,E_bank,SEX,validation,360,0.6884456381433328,mlp_1,130,0.6884456381433328,mlp_1,130,,,,,,
0,E_bank,SEX,development_evaluation,120,0.6841040731883976,mlp_1,120,0.6841040731883976,mlp_1,120,,,,,,
0,E_bank,SEX,development_evaluation,360,0.6837693745801905,mlp_1,130,0.6837693745801905,mlp_1,130,,,,,,
0,E_bank,SEX,validation_person_weighted,120,0.6893940250689228,mlp_1,120,0.6893940250689228,mlp_1,120,,,,,,
0,E_bank,SEX,validation_person_weighted,360,0.6887060141512592,mlp_1,130,0.6887060141512592,mlp_1,130,,,,,,
0,E_bank,SEX,development_evaluation_person_weighted,120,0.6833197625757559,mlp_1,120,0.6833197625757559,mlp_1,120,,,,,,
0,E_bank,SEX,development_evaluation_person_weighted,360,0.6831102010178348,mlp_1,130,0.6831102010178348,mlp_1,130,,,,,,
0,E_bank,RAC1P,validation,120,1.2535177468988281,mlp_1,40,1.2535177468988281,mlp_1,40,,,,,,
0,E_bank,RAC1P,validation,360,1.2535177468988281,mlp_1,40,1.2535177468988281,mlp_1,40,,,,,,
0,E_bank,RAC1P,development_evaluation,120,1.2599088482625627,mlp_1,40,1.2599088482625627,mlp_1,40,,,,,,
0,E_bank,RAC1P,development_evaluation,360,1.2599088482625627,mlp_1,40,1.2599088482625627,mlp_1,40,,,,,,
0,E_bank,RAC1P,validation_person_weighted,120,1.2618488275262623,mlp_1,40,1.2618488275262623,mlp_1,40,,,,,,
0,E_bank,RAC1P,validation_person_weighted,360,1.2618488275262623,mlp_1,40,1.2618488275262623,mlp_1,40,,,,,,
0,E_bank,RAC1P,development_evaluation_person_weighted,120,1.229363120300978,mlp_1,40,1.229363120300978,mlp_1,40,,,,,,
