seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,audit_budget,reused_reference,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,epoch,optimizer_steps,validation_log_loss,checkpoint_selected,evidence_audit_budget,origin_metrics,origin_release,validation_auroc,validation_coverage_complete
0,transfer,E_F_D,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,15,120,0.5204832539718268,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,20,160,0.5190067263834146,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,25,200,0.5172413577558931,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,30,240,0.5164372074234251,True,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,35,280,0.518886651371467,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,40,320,0.5192636020298849,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,commute_over20,mlp,mlp,False,False,True,False,,False,False,2048,"[997,1051]",True,0,0,0.7004502734805648,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,commute_over20,mlp,mlp,False,False,True,False,,False,False,2048,"[997,1051]",True,5,40,0.687517472054424,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,commute_over20,mlp,mlp,False,False,True,False,,False,False,2048,"[997,1051]",True,10,80,0.687168886244733,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,commute_over20,mlp,mlp,False,False,True,False,,False,False,2048,"[997,1051]",True,15,120,0.685193776876766,True,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,commute_over20,mlp,mlp,False,False,True,False,,False,False,2048,"[997,1051]",True,20,160,0.6857766666958697,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,commute_over20,mlp,mlp,False,False,True,False,,False,False,2048,"[997,1051]",True,25,200,0.6855174848625754,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,commute_over20,mlp,mlp,False,False,True,False,,False,False,2048,"[997,1051]",True,30,240,0.6880980798933737,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,commute_over20,mlp,mlp,False,False,True,False,,False,False,2048,"[997,1051]",True,35,280,0.6891787392406455,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,commute_over20,mlp,mlp,False,False,True,False,,False,False,2048,"[997,1051]",True,40,320,0.6903272397079203,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,income_binary,mlp,mlp,True,True,True,False,,False,False,2048,"[1652,396]",True,0,0,0.704657754575781,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,income_binary,mlp,mlp,True,True,True,False,,False,False,2048,"[1652,396]",True,5,40,0.42609327425263877,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,income_binary,mlp,mlp,True,True,True,False,,False,False,2048,"[1652,396]",True,10,80,0.33944825940504153,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,income_binary,mlp,mlp,True,True,True,False,,False,False,2048,"[1652,396]",True,15,120,0.31266124009265295,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,income_binary,mlp,mlp,True,True,True,False,,False,False,2048,"[1652,396]",True,20,160,0.30961455720602926,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,income_binary,mlp,mlp,True,True,True,False,,False,False,2048,"[1652,396]",True,25,200,0.30833439540720003,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,income_binary,mlp,mlp,True,True,True,False,,False,False,2048,"[1652,396]",True,30,240,0.30787249828925795,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,income_binary,mlp,mlp,True,True,True,False,,False,False,2048,"[1652,396]",True,35,280,0.30582412804534026,True,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,income_binary,mlp,mlp,True,True,True,False,,False,False,2048,"[1652,396]",True,40,320,0.3059220895506885,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
