unit,seed,release,split,target,mean_mse,per_coordinate_mse
R_rho0,0,R_rho0_C,source_validation,S,0.5760537134289474,"[0.2799185466077738,0.2479811387123252,0.9118608368428094,0.19360590249411022,0.6905521777607466,0.8864744395314222,0.615986410418416,0.7674270332640367,0.3423900601001167,0.6992310691213849,0.5548812708687616,0.6542137441809452,0.47283731219539127,0.4531075635984212,0.8475561901307661,0.5988357190357311]"
R_rho0,0,R_rho0_C,development_evaluation,R,0.009071070771158526,"[0.03258373815073067,0.007839774939626336,0.0037876557612008823,0.024241176181564697,0.004590353083237306,0.005144264852008586,0.014309284901177364,0.016433146372002695,0.003644454159080302,0.01615451427217059,0.00029902956666635156,0.0037393225945615612,0.0007945735241909591,0.008925964778817554,0.0013824119281921246,0.0012674672733084425]"
R_rho0,0,R_rho0_C,development_evaluation,E,0.5730757060150835,"[0.5940315483402772,0.5292200222769263,0.696960033667497,0.807330405276946,0.6976105506856071,0.45300997175193214,0.7799571940290879,0.9841867308870441,0.5157961468680832,0.8165550767188301,0.20571396260902866,0.49098136140559534,0.5011234998301107,0.2878533505113455,0.4698000782011776,0.33908136318184817]"
R_rho0,0,R_rho0_C,development_evaluation,S,0.5780438127410854,"[0.28393764997463716,0.2413286054577055,0.9264904217272456,0.2015744744881812,0.7033658524091493,0.9089391504220603,0.6540750406014433,0.7370517195405227,0.3311003408429485,0.7007828542836263,0.5312006066265865,0.6879301327269524,0.4595080307419343,0.45857521720777894,0.8052285532105036,0.617612353596092]"
R_rho0,0,R_rho0_D,fit,R,0.009557362409900908,"[0.03241094661890464,0.008292646835518138,0.003994722050252696,0.02552141213881119,0.005269477660077422,0.005096478806536455,0.013933366027120314,0.016243027792887003,0.004534849701917245,0.01633875941822037,0.002249042909297721,0.0045258137864093,0.0010892973042221717,0.007968158108769066,0.0018400212334682147,0.003609778166002591]"
R_rho0,0,R_rho0_D,fit,E,0.5719110562709186,"[0.6530590239236683,0.5616940220632878,0.6831457725406572,0.8140975522973192,0.6691239600381014,0.4568613749799692,0.7417227370753022,0.9248580351393456,0.5224170102938477,0.7980706872321707,0.20246529717196132,0.49155560621442834,0.4953699500582501,0.30386746066203113,0.48732051627101247,0.3449478943733447]"
R_rho0,0,R_rho0_D,fit,S,0.57253560399085,"[0.2695211670574341,0.24953439369383887,0.9200528005063243,0.19971281137763625,0.6816138957440764,0.8885133815182417,0.6166327057424729,0.7320487839079965,0.34429860658755174,0.7015885856198192,0.562401079602076,0.6730253113868047,0.4544922567847209,0.46721437412855354,0.7949483584269347,0.6049711517691179]"
R_rho0,0,R_rho0_D,source_validation,R,0.010350673121173829,"[0.03529650970816802,0.008311164282961478,0.004214947415426024,0.028421070424066334,0.00571127764373386,0.005631097909454331,0.015556542906560306,0.017025497955028973,0.005068554387135751,0.01797010458622406,0.002207435102980637,0.00471321754413891,0.0011761579343241002,0.008570755341902873,0.001953712099900351,0.003782724696775259]"
R_rho0,0,R_rho0_D,source_validation,E,0.5753980140740618,"[0.6975993136783066,0.5748036793672616,0.6882514195191672,0.7981834681554854,0.6847039684729413,0.4524262623428287,0.7255594524255564,0.949946223907245,0.5037546248191274,0.789079317991095,0.20411796950330138,0.49861580731759175,0.49813977781530683,0.2950902462796114,0.48559612261156343,0.360500570978597]"
R_rho0,0,R_rho0_D,source_validation,S,0.5759058754527991,"[0.2776563741457532,0.2514119233542563,0.9224733740454816,0.19580788708917254,0.6861954865524031,0.8848037260955055,0.6165164334331487,0.7675564227996537,0.34589339047872336,0.7024501805453653,0.5566891828569669,0.6525822900931747,0.4684017137423302,0.4502033441127964,0.8403000637223298,0.5955522141777253]"
