ce_mean_over_anchors,ce_per_anchor,family,fixed_decoder_ce_mean,frozen_release,independent_probe_ce_mean,recovery_increment_over_J_point,recovery_over_H,recovery_over_H_ci95_unadjusted,role,rows_per_anchor,selection_per_anchor,task_minus_H,task_minus_H_ci95_unadjusted,task_minus_J,task_minus_J_ci95_unadjusted,weighting
0.6424591413686914,"[0.6421034295133113, 0.6431066631211941, 0.6421673314715686]",E,,leace_supervised_mechanism40,,0.012654749580640839,0.025463935287784244,"[0.022114329602126448, 0.02881354097344204]",attack:AB/SEX,"[23684, 23684, 23684]","[""ancestor_A__mlp_120"", ""hist_gb_20"", ""ancestor_A__mlp_120""]",,,,,PWGTP
1.1738142292004843,"[1.1745940028567716, 1.175195811284507, 1.1716528734601748]",E,,leace_supervised_mechanism40,,0.027350611903668727,0.05453983957031173,"[0.04896837904810303, 0.06011130009252043]",attack:AB/RAC1P,"[23684, 23684, 23684]","[""ancestor_A__mlp_120"", ""mlp_120"", ""ancestor_A__mlp_120""]",,,,,unweighted
1.184565525438252,"[1.1856926712559968, 1.1886668870104715, 1.179337018048288]",E,,leace_supervised_mechanism40,,0.024955105385690676,0.05495573406007618,"[0.04817309074744985, 0.06173837737270251]",attack:AB/RAC1P,"[23684, 23684, 23684]","[""ancestor_A__mlp_120"", ""mlp_120"", ""ancestor_A__mlp_120""]",,,,,PWGTP
0.4811524880737595,"[0.478365924616433, 0.48079009734269595, 0.4843014422621495]",E,,leace_supervised_mechanism40,0.4811524880737595,,,,utility:A/same_residence,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_5"", ""mlp_120""]",-0.036375313341220315,"[-0.04044142097304845, -0.03230920570939218]",-0.013388466516800082,"[-0.015405609704554235, -0.011371323329045929]",unweighted
0.47979783403851656,"[0.4773535899162953, 0.4785934381955682, 0.4834464740036863]",E,,leace_supervised_mechanism40,0.47979783403851656,,,,utility:A/same_residence,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_5"", ""mlp_120""]",-0.03323329092995555,"[-0.03833317663981483, -0.028133405220096268]",-0.01175324113027136,"[-0.014161369361307642, -0.00934511289923508]",PWGTP
0.637859230741036,"[0.6375988530780404, 0.6386509884515105, 0.6373278506935571]",S,,splince_supervised_mechanism40,,0.014199080257652413,0.03173590237230053,"[0.028910109915813727, 0.03456169482878733]",attack:A/SEX,"[23684, 23684, 23684]","[""hist_gb_5"", ""hist_gb_20"", ""mlp_120""]",,,,,unweighted
0.6429187233881559,"[0.6426104139600713, 0.6436118623594598, 0.6425338938449366]",S,,splince_supervised_mechanism40,,0.013668698117014915,0.03127011193124075,"[0.027846896208440986, 0.034693327654040505]",attack:A/SEX,"[23684, 23684, 23684]","[""hist_gb_5"", ""hist_gb_20"", ""mlp_120""]",,,,,PWGTP
1.174685444936505,"[1.1718550217505899, 1.1752435431832662, 1.176957769875659]",S,,splince_supervised_mechanism40,,0.028871054067235856,0.07254074858333903,"[0.06626262443370677, 0.07881887273297129]",attack:A/RAC1P,"[23684, 23684, 23684]","[""mlp_120"", ""mlp_120"", ""mlp_120""]",,,,,unweighted
1.1855221467803068,"[1.183506893559838, 1.1859827015585156, 1.1870768452225666]",S,,splince_supervised_mechanism40,,0.027929836404552127,0.07053757236065064,"[0.06295061635688086, 0.07812452836442042]",attack:A/RAC1P,"[23684, 23684, 23684]","[""mlp_120"", ""mlp_120"", ""mlp_120""]",,,,,PWGTP
0.6380825889711337,"[0.6376460428133697, 0.6383231160089791, 0.6382786080910523]",S,,splince_supervised_mechanism40,,0.013134074461986339,0.02582756844843646,"[0.02333950845502819, 0.02831562844184473]",attack:AB/SEX,"[23684, 23684, 23684]","[""hist_gb_5"", ""hist_gb_5"", ""mlp_120""]",,,,,unweighted
