seed,comparison,left,right,role,target,selector,split,metric,left_candidate,right_candidate,left_value,right_value,left_minus_right
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,family:logistic,development_evaluation_person_weighted,log_loss,logistic,logistic,0.6889254008923299,0.6881838362628848,0.0007415646294450795
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,family:mlp,validation,log_loss,mlp,mlp,0.6753962202798248,0.6746667497361162,0.0007294705437086435
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,family:mlp,development_evaluation,log_loss,mlp,mlp,0.6891178739339562,0.6889905853330042,0.00012728860095201355
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,family:mlp,validation_person_weighted,log_loss,mlp,mlp,0.6748745179712479,0.6735928418444908,0.0012816761267571142
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,family:mlp,development_evaluation_person_weighted,log_loss,mlp,mlp,0.6886449557451771,0.6883836144304759,0.00026134131470123556
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,primary,validation,log_loss,logistic,logistic,0.289902464124426,0.2906022109827783,-0.0006997468583522792
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,primary,development_evaluation,log_loss,logistic,logistic,0.2916066646907306,0.2935126019087595,-0.001905937218028897
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,primary,validation_person_weighted,log_loss,logistic,logistic,0.27561418492773204,0.27559087387996756,2.3311047764484893e-05
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,primary,development_evaluation_person_weighted,log_loss,logistic,logistic,0.3001471064638315,0.2999368851883348,0.00021022127549674696
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,family:logistic,validation,log_loss,logistic,logistic,0.289902464124426,0.2906022109827783,-0.0006997468583522792
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,family:logistic,development_evaluation,log_loss,logistic,logistic,0.2916066646907306,0.2935126019087595,-0.001905937218028897
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,family:logistic,validation_person_weighted,log_loss,logistic,logistic,0.27561418492773204,0.27559087387996756,2.3311047764484893e-05
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,family:logistic,development_evaluation_person_weighted,log_loss,logistic,logistic,0.3001471064638315,0.2999368851883348,0.00021022127549674696
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,family:mlp,validation,log_loss,mlp,mlp,0.2956458019223089,0.29603212643620597,-0.000386324513897085
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,family:mlp,development_evaluation,log_loss,mlp,mlp,0.2962305242767265,0.29975411757127796,-0.0035235932945514303
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,family:mlp,validation_person_weighted,log_loss,mlp,mlp,0.27930113859429856,0.27912683205822236,0.0001743065360761964
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,income_binary,family:mlp,development_evaluation_person_weighted,log_loss,mlp,mlp,0.30608042171915206,0.3085087068376042,-0.0024282851184521115
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,civilian_at_work,primary,validation,log_loss,logistic,mlp,0.29968707164201513,0.3001006345980242,-0.00041356295600908366
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,civilian_at_work,primary,development_evaluation,log_loss,logistic,mlp,0.2723254463904151,0.27193229279811426,0.00039315359230085445
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,civilian_at_work,primary,validation_person_weighted,log_loss,logistic,mlp,0.29623853987146437,0.29514739470547213,0.0010911451659922355
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,civilian_at_work,primary,development_evaluation_person_weighted,log_loss,logistic,mlp,0.25686418457905486,0.25623684217229686,0.0006273424067579914
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,civilian_at_work,family:logistic,validation,log_loss,logistic,logistic,0.29968707164201513,0.30092104846335427,-0.0012339768213391333
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,civilian_at_work,family:logistic,development_evaluation,log_loss,logistic,logistic,0.2723254463904151,0.27371996332193693,-0.0013945169315218164
